Date,Close,High,Low,Open,Volume,Ticker
2024-11-11,4072.69384765625,4107.225084309534,3994.0759387393223,4004.309608986312,1406487,TCS.NS
2024-11-12,4071.432373046875,4091.4142443093083,4039.3744210150876,4089.474266004752,1587640,TCS.NS
2024-11-13,4025.79443359375,4070.801833976732,4007.073359426007,4052.7116316381544,1098813,TCS.NS
2024-11-14,4021.478271484375,4035.1552144125826,3992.912372712723,4010.9054835567376,1825432,TCS.NS
2024-11-18,3898.87158203125,4086.564491876516,3870.4508511622103,4086.564491876516,3313944,TCS.NS
2024-11-19,3918.31982421875,4008.1406798497587,3893.6336470463475,3899.2593948174936,1776233,TCS.NS
2024-11-21,3950.620361328125,3969.632006373062,3903.2362971405664,3923.5089754295373,2384347,TCS.NS
2024-11-22,4117.21630859375,4127.255791674707,3932.3362698538967,3948.826086476372,3096553,TCS.NS
2024-11-25,4185.6005859375,4198.210445821571,4124.588358608542,4151.553869524998,4052167,TCS.NS
2024-11-26,4222.072265625,4235.555021051998,4180.653536496854,4191.371727922468,2060669,TCS.NS
2024-11-27,4202.5263671875,4246.030475961368,4194.281459285357,4228.134460044407,1558993,TCS.NS
2024-11-28,4117.5068359375,4209.704588548958,4105.964059812125,4189.3831264655255,2558544,TCS.NS
2024-11-29,4142.67822265625,4169.6925149918,4069.7348497124067,4093.3541800502844,2017425,TCS.NS
2024-12-02,4148.3046875,4159.508348206013,4103.103090932687,4141.8543533146185,1670944,TCS.NS
2024-12-03,4173.62060546875,4195.2028629719,4137.440201442555,4184.872573768924,2010905,TCS.NS
2024-12-04,4223.720703125,4255.294134456121,4160.331816800302,4184.09655121775,3302642,TCS.NS
2024-12-05,4330.07958984375,4354.281006990088,4229.152414897925,4268.727780155151,3746747,TCS.NS
2024-12-06,4312.08642578125,4331.001212712469,4280.319283627536,4319.361343831719,1842087,TCS.NS
2024-12-09,4318.537109375,4335.269422250966,4283.035411677881,4297.48862894812,2066639,TCS.NS
2024-12-10,4299.525390625,4358.937228456419,4279.689395884744,4293.3175545403665,2087828,TCS.NS
2024-12-11,4294.57861328125,4315.142098901173,4274.7421458898225,4298.846470777648,1635256,TCS.NS
2024-12-12,4321.25341796875,4350.4014029118325,4293.172042204632,4297.1003088699645,1914642,TCS.NS
2024-12-13,4339.63427734375,4360.004049089532,4262.520141449004,4301.853484877481,1967048,TCS.NS
2024-12-16,4282.6962890625,4340.701450842869,4265.042297062814,4325.181624426447,1646224,TCS.NS
2024-12-17,4198.59814453125,4299.913703324132,4188.413258192431,4277.652262303988,3225027,TCS.NS
2024-12-18,4217.36767578125,4231.092928358877,4160.865804374348,4182.302660612175,1575404,TCS.NS
2024-12-19,4143.6962890625,4233.03237876608,4134.093491819669,4153.493273573867,3015763,TCS.NS
2024-12-20,4045.1455078125,4250.492397527437,4027.8798906281795,4199.082973276192,4116989,TCS.NS
2024-12-23,4033.505615234375,4090.4441666926955,3991.40818166145,4074.002661466156,2195338,TCS.NS
2024-12-24,4054.069580078125,4091.4141616866923,4033.5056210140933,4033.5056210140933,1181886,TCS.NS
2024-12-26,4043.98193359375,4073.9061941413947,4018.810525242107,4054.0697262118515,1208464,TCS.NS
2024-12-27,4039.859375,4055.4762949202677,4022.787471365934,4038.0648003608135,858100,TCS.NS
2024-12-30,4033.990966796875,4073.275530091104,3988.5956608856736,4026.4252403541905,1527169,TCS.NS
2024-12-31,3971.91162109375,4015.706773329986,3911.0448018958355,4010.905137583686,1555429,TCS.NS
2025-01-01,3989.031982421875,4009.9350586977566,3962.8420391289646,3971.523394469491,763161,TCS.NS
2025-01-02,4050.43212890625,4057.464550132274,3973.9971745488797,3996.3552346509605,1720835,TCS.NS
2025-01-03,3976.8583984375,4054.5063136239582,3969.486623028244,4054.5063136239582,1791953,TCS.NS
2025-01-06,3972.105712890625,4025.1155271295806,3944.363927471914,3982.290599333934,2085593,TCS.NS
2025-01-07,3907.407470703125,4016.094805950417,3891.1601518984303,3991.4571754437297,2669054,TCS.NS
2025-01-08,3985.103515625,4002.1754201894155,3897.174089788178,3913.809309763652,2181277,TCS.NS
2025-01-09,3917.640869140625,4013.5727036993608,3904.49746847351,3977.925601563912,2392472,TCS.NS
2025-01-10,4137.63427734375,4168.043533056298,4044.8549064102303,4073.9545819959153,7894300,TCS.NS
2025-01-13,4162.3203125,4193.214559991949,4100.531817516102,4117.603720363721,4003771,TCS.NS
2025-01-14,4106.01220703125,4184.435921193229,4092.4323595097817,4172.893145525479,3441709,TCS.NS
2025-01-15,4122.06591796875,4128.71043826118,4081.180970702134,4091.4141666133337,1653474,TCS.NS
2025-01-16,4080.0654296875,4165.133672962174,4066.0493697619536,4132.154039780826,2637705,TCS.NS
2025-01-17,4074.13818359375,4109.996975792013,4050.1831231881365,4109.305296575243,1761466,TCS.NS
2025-01-20,4028.2041015625,4095.3768153243486,4018.62212534306,4095.3768153243486,1287799,TCS.NS
2025-01-21,3986.764404296875,4061.000302162467,3980.9854579700177,4045.491300349546,1971591,TCS.NS
2025-01-22,4106.0458984375,4112.516041833744,3995.0128065804856,4000.74231294192,2409223,TCS.NS
2025-01-23,4095.031494140625,4140.373142651605,4089.6967853278056,4117.307038660843,1822998,TCS.NS
2025-01-24,4101.84716796875,4127.185103550523,4054.085128044842,4054.085128044842,1910099,TCS.NS
2025-01-27,4015.707763671875,4105.7987421505895,3991.901023160227,4052.109674254546,1551782,TCS.NS
2025-01-28,3991.16015625,4052.1096856868503,3979.306105487386,4021.2892019383103,2468272,TCS.NS
2025-01-29,4049.936279296875,4057.888661146309,4004.693511497203,4004.693511497203,1217089,TCS.NS
2025-01-30,4050.18310546875,4079.6701524518658,4009.1386486944825,4050.035026306533,1531251,TCS.NS
2025-01-31,4062.383056640625,4078.2381387724013,4035.563363544183,4060.0123429818477,1492943,TCS.NS
2025-02-01,4023.610595703125,4085.5974046676292,4006.6692774506637,4062.9760202550738,437172,TCS.NS
2025-02-03,4019.1650390625,4027.413578843086,3950.0658526045604,3981.8741725917307,1265713,TCS.NS
2025-02-04,4057.097900390625,4068.7546725517195,4016.5968031738958,4034.0320389626604,2547132,TCS.NS
2025-02-05,4041.34228515625,4099.525820208286,4026.4258417274636,4099.525820208286,1693912,TCS.NS
2025-02-06,4033.09375,4089.1535308615516,4002.2732667297546,4055.468173998699,2284536,TCS.NS
2025-02-07,3980.392333984375,4040.255383072488,3959.2527079106435,4040.255383072488,1548940,TCS.NS
2025-02-10,3987.850830078125,4002.7178337412574,3965.5258456983292,3990.8637829009576,1339511,TCS.NS
2025-02-11,3915.34375,3990.863885944065,3906.8976903239545,3969.5264974120864,1810908,TCS.NS
2025-02-12,3902.1064453125,3972.83571115218,3892.228069702002,3922.801835153518,1678002,TCS.NS
2025-02-13,3862.593017578125,3935.989398017966,3854.789197163407,3919.739518058658,2277310,TCS.NS
2025-02-14,3886.99267578125,3899.982643080853,3852.5664407333657,3877.2623794560154,1681975,TCS.NS
2025-02-17,3857.011474609375,3886.152680525876,3809.2988756711575,3809.595275152018,1799806,TCS.NS
2025-02-18,3826.09228515625,3876.669518619195,3817.498146852113,3850.9857427573356,2149879,TCS.NS
2025-02-19,3738.076171875,3827.82106864859,3722.319970005145,3825.1045153843083,4366672,TCS.NS
2025-02-20,3733.43310546875,3741.928604788681,3705.675015273267,3715.7509099558138,2888572,TCS.NS
2025-02-21,3739.953125,3770.5760903658215,3729.0869114830957,3730.173629303301,1833931,TCS.NS
2025-02-24,3630.89599609375,3717.430425557689,3625.364009039234,3697.624233350342,2508516,TCS.NS
2025-02-25,3585.40576171875,3613.5096912637337,3577.2066619706934,3580.911052714881,4101954,TCS.NS
2025-02-27,3568.612548828125,3593.752965954935,3556.9065775254853,3567.772790451682,3823856,TCS.NS
2025-02-28,3440.88525390625,3556.215291484246,3414.954517405844,3541.348287656423,7085018,TCS.NS
2025-03-03,3450.56591796875,3480.398563015721,3433.871319078812,3442.6137776512555,4990439,TCS.NS
2025-03-04,3489.091796875,3507.811270911589,3422.1658003657744,3431.747776723982,2797737,TCS.NS
2025-03-05,3503.9091796875,3556.5609685813047,3478.0278844831014,3478.0278844831014,2501894,TCS.NS
2025-03-06,3557.7958984375,3565.5502786807147,3493.0925374232374,3513.7382462249243,2786513,TCS.NS
2025-03-07,3567.27880859375,3580.9110146215976,3530.926339576579,3556.2150765897245,2051315,TCS.NS
2025-03-10,3545.990966796875,3578.0464882486435,3539.0269050026495,3562.6361259918417,1004626,TCS.NS
2025-03-11,3531.815673828125,3545.1020407658093,3494.623445019518,3514.7260358188087,1995450,TCS.NS
2025-03-12,3463.555908203125,3525.8391128612507,3444.4413966520915,3521.640803348143,3174167,TCS.NS
2025-03-13,3468.346923828125,3481.435770783201,3441.724751274507,3459.703345650245,1693004,TCS.NS
2025-03-17,3455.1591796875,3487.5108578515615,3435.0568312409873,3446.565041661376,2690906,TCS.NS
2025-03-18,3455.1591796875,3455.1591796875,3455.1591796875,3455.1591796875,0,TCS.NS
2025-03-19,3454.56689453125,3503.8598932625678,3420.634577218764,3503.8598932625678,3051244,TCS.NS
2025-03-20,3519.813232421875,3535.4211137803227,3469.285438744659,3469.285438744659,2845192,TCS.NS
2025-03-21,3534.58154296875,3572.267448060842,3422.857022476548,3432.735397721791,4161925,TCS.NS
2025-03-24,3584.81298828125,3605.360057323045,3523.2214624383355,3556.215139766549,1834751,TCS.NS
2025-03-25,3613.262939453125,3664.877453453925,3593.753147079617,3600.6680101993416,3135390,TCS.NS
2025-03-26,3591.579833984375,3635.736124498959,3581.7508985374016,3603.3844445431537,1734499,TCS.NS
2025-03-27,3606.79248046875,3618.449012006768,3566.5875396807087,3570.884729570523,2528474,TCS.NS
2025-03-28,3562.290283203125,3616.4238291582196,3548.2135981206075,3606.5948937734543,2051919,TCS.NS
2025-04-01,3507.613525390625,3540.4096829245336,3482.1272690594255,3529.2470706788267,2618493,TCS.NS
2025-04-02,3500.8466796875,3520.751750127819,3487.1158348283598,3500.8961197970325,1764313,TCS.NS
2025-04-03,3361.75927734375,3459.407116080848,3354.8444144618065,3448.5409029806515,4537821,TCS.NS
2025-04-04,3259.27099609375,3358.301706837936,3255.418526258992,3321.702519893932,5317367,TCS.NS
2025-04-07,3234.2294921875,3251.368328518194,3018.8809120553065,3062.296322980731,6623955,TCS.NS
2025-04-08,3252.899658203125,3308.2680019006634,3215.70767038631,3261.889076504213,5557558,TCS.NS
2025-04-09,3207.11328125,3230.2285819736,3172.9834478453536,3220.893565957195,2990265,TCS.NS
2025-04-11,3192.197021484375,3258.8266155521846,3167.0071641277755,3249.5410391127716,7108961,TCS.NS
2025-04-15,3208.69384765625,3274.08864453866,3199.2107519795586,3274.08864453866,3512160,TCS.NS
2025-04-16,3233.982666015625,3238.230415776077,3189.727494903794,3208.6939279027843,2384391,TCS.NS
2025-04-17,3258.777099609375,3263.420128892314,3178.861140676779,3206.026672488032,2932346,TCS.NS
2025-04-21,3281.201416015625,3313.207257273907,3244.1575066096107,3250.084532114573,2432946,TCS.NS
2025-04-22,3274.088623046875,3293.3514549412,3254.9246713743637,3282.18908375484,2710498,TCS.NS
2025-04-23,3371.48974609375,3379.2935667052634,3296.7104876244343,3324.0735410505326,3543923,TCS.NS
2025-04-24,3360.228271484375,3370.9956041985065,3346.4971849798935,3359.734352714529,2252175,TCS.NS
2025-04-25,3406.06396484375,3435.5015728669696,3363.5869490408845,3378.404512693047,2742991,TCS.NS
2025-04-28,3401.61865234375,3415.7447777461534,3363.586906121815,3393.222033047998,1593296,TCS.NS
2025-04-29,3430.265869140625,3452.492213865078,3388.6778120988047,3412.9787121327167,1578332,TCS.NS
2025-04-30,3411.694580078125,3467.2110034862103,3325.061273098265,3429.772055911222,2809332,TCS.NS
2025-05-02,3389.2705078125,3449.034677361511,3378.4042951672254,3429.7718458539784,1721761,TCS.NS
2025-05-05,3412.287109375,3461.87650342117,3404.4830484567965,3408.0393599095555,1284443,TCS.NS
2025-05-06,3417.91796875,3430.759857071893,3395.1977047958817,3417.91796875,1324763,TCS.NS
2025-05-07,3403.19921875,3417.4239829127787,3378.997198925932,3378.997198925932,1477128,TCS.NS
2025-05-08,3406.952880859375,3434.7112128994936,3386.998610284149,3406.063923519544,2543591,TCS.NS
2025-05-09,3398.457763671875,3404.2859090779284,3356.7710649388723,3357.6600223156292,2531757,TCS.NS
2025-05-12,3576.366943359375,3586.344199009816,3459.604594038759,3462.370587392757,2228678,TCS.NS
2025-05-13,3472.2490234375,3578.935479918652,3467.803754417452,3576.3670057941126,3062887,TCS.NS
2025-05-14,3505.5390625,3517.689512589028,3465.9269214811093,3478.1760106222882,2119499,TCS.NS
2025-05-15,3536.359619140625,3556.21525075921,3471.360099994329,3520.653098251618,3548330,TCS.NS
2025-05-16,3517.98583984375,3550.1891985825587,3502.970757638989,3550.1891985825587,1666727,TCS.NS
2025-05-19,3476.0029296875,3506.8234139931265,3461.086485739748,3506.8234139931265,2537377,TCS.NS
2025-05-20,3455.752197265625,3514.726051583229,3451.5044475075333,3488.8447556489973,2038374,TCS.NS
2025-05-21,3482.917724609375,3493.9814570703943,3455.752191652226,3465.334167770128,1440153,TCS.NS
2025-05-22,3434.711181640625,3455.2582510362627,3409.323804689904,3452.492257645667,2034383,TCS.NS
2025-05-23,3471.853759765625,3492.005548214681,3423.4497224636393,3434.7109734490655,1274331,TCS.NS
2025-05-26,3494.27783203125,3501.884132971573,3467.4086987656956,3478.176031648211,967470,TCS.NS
2025-05-27,3456.147216796875,3496.944956186642,3440.7370955910233,3489.042255720683,2467680,TCS.NS
2025-05-28,3455.1591796875,3486.0785417090847,3450.5163916661472,3477.1880041983504,1222933,TCS.NS
2025-05-29,3455.5546875,3489.536203315723,3444.0956752612224,3462.0742707354857,3188072,TCS.NS
2025-05-30,3421.2763671875,3464.049779998847,3411.10183367777,3447.5529416641066,3404365,TCS.NS
2025-06-02,3407.842041015625,3417.91793582919,3377.0215575741954,3408.039560292111,1877585,TCS.NS
2025-06-03,3363.784423828125,3431.2537776661225,3359.1416355127826,3404.0882446631517,2848125,TCS.NS
2025-06-04,3369.465087890625,3383.3182215676084,3358.6020509863906,3377.5377895527827,2544807,TCS.NS
2025-06-05,3359.6982421875,3397.4699581243544,3352.3231247435624,3397.4699581243544,3584683,TCS.NS
2025-06-06,3372.75390625,3379.4311968394054,3347.3401523789876,3359.6983590738273,2070390,TCS.NS
2025-06-09,3410.326416015625,3422.3855889461993,3379.431263640164,3388.500583115049,1718678,TCS.NS
2025-06-10,3451.187744140625,3474.0104381585516,3411.6220654345716,3428.365293437595,2419874,TCS.NS
2025-06-11,3460.1572265625,3477.1994881899896,3437.4345354790357,3458.2637500771752,2847013,TCS.NS
2025-06-12,3422.584716796875,3462.9477367145046,3411.6219212636915,3460.1571582794445,4060134,TCS.NS
2025-06-13,3434.0458984375,3438.8297125316194,3381.723464034396,3381.723464034396,2178493,TCS.NS
2025-06-16,3484.474853515625,3497.131850878911,3414.6118485958773,3428.365222862198,1934088,TCS.NS
2025-06-17,3503.41064453125,3508.094699586469,3476.302688697425,3498.1285214626437,2111940,TCS.NS
2025-06-18,3439.7265625,3526.033760927228,3431.4548294482115,3507.19778191584,2696327,TCS.NS
2025-06-19,3412.41943359375,3439.3281148750093,3401.4566375162,3438.331497049777,2672768,TCS.NS
2025-06-20,3424.07958984375,3434.6438354271677,3399.3634207293467,3413.415828473248,2351248,TCS.NS
2025-06-23,3382.122314453125,3413.416016519491,3358.6020366921707,3403.4498383690693,3123421,TCS.NS
2025-06-24,3378.932861328125,3430.4581957754644,3370.561369209563,3422.983562342859,3403048,TCS.NS
2025-06-25,3433.14892578125,3438.331289496645,3388.5004012430704,3395.775759591069,1757699,TCS.NS
2025-06-26,3430.1591796875,3439.7265645422617,3403.748808087712,3433.149033076155,2879106,TCS.NS
2025-06-27,3429.461669921875,3454.675906058565,3419.395732636828,3443.3145602623845,1778433,TCS.NS
2025-06-30,3450.290771484375,3453.180865734764,3418.399002366091,3428.2654211111044,1468351,TCS.NS
2025-07-01,3418.10009765625,3473.213111911396,3401.9549375924103,3443.3145772321013,2375183,TCS.NS
2025-07-02,3411.7216796875,3478.0962775498906,3408.4327923652227,3475.4054582188955,3090585,TCS.NS
2025-07-03,3389.2978515625,3423.6811655474544,3386.1087232761492,3418.3990425621496,2531870,TCS.NS
2025-07-04,3408.233642578125,3415.409242162467,3378.6341422209043,3396.473503732036,1109320,TCS.NS
2025-07-07,3400.160888671875,3414.5123309346973,3396.8720012794643,3406.738663456697,1639174,TCS.NS
2025-07-08,3394.679443359375,3413.415906340367,3381.922687075622,3393.483550682905,2325242,TCS.NS
2025-07-09,3372.355224609375,3402.4530322953497,3355.611997580095,3398.4665612557537,2034938,TCS.NS
2025-07-10,3370.561279296875,3387.5037812921582,3344.6492174217365,3368.5680437680185,3035012,TCS.NS
2025-07-11,3254.95361328125,3323.7202389139525,3250.070283569519,3288.738858113972,7635550,TCS.NS
2025-07-14,3211.800048828125,3260.933353706794,3189.1768740408747,3254.9536470679677,3924009,TCS.NS
2025-07-15,3241.300048828125,3248.375889064686,3195.1565970327038,3195.1565970327038,2590889,TCS.NS
2025-07-16,3233.10009765625,3244.89990234375,3220.60009765625,3227.0,2540733,TCS.NS
2025-07-17,3209.199951171875,3242.0,3204.10009765625,3224.10009765625,2947640,TCS.NS
2025-07-18,3189.89990234375,3228.800048828125,3187.0,3225.0,3432645,TCS.NS
2025-07-21,3158.199951171875,3197.60009765625,3152.0,3190.0,3844346,TCS.NS
2025-07-22,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036,TCS.NS
2025-07-23,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875,TCS.NS
2025-07-24,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778,TCS.NS
2025-07-25,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917,TCS.NS
2025-07-28,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473,TCS.NS
2025-07-29,3056.0,3074.0,3041.199951171875,3060.0,4785312,TCS.NS
2025-07-30,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121,TCS.NS
2025-07-31,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371,TCS.NS
2025-08-01,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847,TCS.NS
2025-08-04,3074.39990234375,3079.39990234375,2991.60009765625,3009.10009765625,2519252,TCS.NS
2025-08-05,3063.89990234375,3077.5,3042.0,3074.39990234375,1927996,TCS.NS
2025-08-06,3032.300048828125,3066.800048828125,3026.0,3063.0,1487081,TCS.NS
2025-08-07,3047.0,3051.60009765625,3010.89990234375,3016.0,2543076,TCS.NS
2025-08-08,3036.39990234375,3059.800048828125,3025.0,3048.10009765625,2762140,TCS.NS
2025-08-11,3040.800048828125,3049.89990234375,3021.300048828125,3036.39990234375,1884215,TCS.NS
2025-08-12,3035.39990234375,3096.39990234375,3026.89990234375,3041.0,3358232,TCS.NS
2025-08-13,3036.199951171875,3044.39990234375,3028.60009765625,3036.10009765625,2148166,TCS.NS
2025-08-14,3022.300048828125,3055.89990234375,3019.10009765625,3034.0,3342174,TCS.NS
2025-08-18,3011.199951171875,3049.0,3003.39990234375,3046.5,2945609,TCS.NS
2025-08-19,3016.199951171875,3025.0,3011.10009765625,3011.199951171875,2650784,TCS.NS
2025-08-20,3098.60009765625,3103.39990234375,3010.89990234375,3010.89990234375,4952358,TCS.NS
2025-08-21,3102.60009765625,3130.0,3083.10009765625,3130.0,3230726,TCS.NS
2025-08-22,3054.0,3095.699951171875,3050.0,3086.0,1593791,TCS.NS
2025-08-25,3140.60009765625,3152.0,3077.10009765625,3087.300048828125,3448370,TCS.NS
2025-08-26,3157.199951171875,3162.0,3120.0,3129.0,5522097,TCS.NS
2025-08-27,3157.199951171875,3157.199951171875,3157.199951171875,3157.199951171875,0,TCS.NS
2025-08-28,3093.699951171875,3146.5,3086.5,3145.0,3116051,TCS.NS
2025-08-29,3084.699951171875,3115.0,3077.199951171875,3093.0,2271789,TCS.NS
2025-09-01,3112.60009765625,3131.10009765625,3090.0,3090.0,1246862,TCS.NS
2025-09-02,3111.5,3155.0,3103.10009765625,3121.10009765625,2185229,TCS.NS
2025-09-03,3097.5,3141.89990234375,3088.0,3129.89990234375,1799774,TCS.NS
2025-09-04,3095.699951171875,3118.0,3090.800048828125,3116.0,1481391,TCS.NS
2025-09-05,3048.300048828125,3103.39990234375,3028.60009765625,3097.10009765625,2802055,TCS.NS
2025-09-08,3019.0,3064.89990234375,3016.0,3050.0,2626187,TCS.NS
2025-09-09,3049.39990234375,3060.0,3030.800048828125,3032.10009765625,2489301,TCS.NS
2025-09-10,3110.0,3122.699951171875,3053.39990234375,3056.39990234375,2079428,TCS.NS
2025-09-11,3124.199951171875,3139.0,3110.10009765625,3139.0,2263446,TCS.NS
2025-09-12,3133.39990234375,3148.699951171875,3121.0,3144.0,1447167,TCS.NS
2025-09-15,3111.89990234375,3134.0,3096.0,3134.0,1732539,TCS.NS
2025-09-16,3145.699951171875,3150.0,3109.10009765625,3128.0,2573429,TCS.NS
2025-09-17,3172.800048828125,3182.39990234375,3142.39990234375,3152.0,2418271,TCS.NS
2025-09-18,3176.699951171875,3203.0,3161.39990234375,3185.0,2633138,TCS.NS
2025-09-19,3169.199951171875,3180.5,3144.0,3170.0,4901694,TCS.NS
2025-09-22,3073.800048828125,3106.89990234375,3065.0,3095.0,3634901,TCS.NS
2025-09-23,3062.39990234375,3080.699951171875,3052.0,3070.0,3177741,TCS.NS
2025-09-24,3035.39990234375,3057.0,3033.0,3050.0,1625714,TCS.NS
2025-09-25,2957.39990234375,3029.60009765625,2951.0,3022.0,4974361,TCS.NS
2025-09-26,2899.10009765625,2954.800048828125,2891.300048828125,2941.0,3934636,TCS.NS
2025-09-29,2896.10009765625,2929.300048828125,2894.0,2916.0,3110035,TCS.NS
2025-09-30,2888.39990234375,2915.300048828125,2885.10009765625,2911.0,2253458,TCS.NS
2025-10-01,2914.199951171875,2924.800048828125,2866.60009765625,2891.0,1952902,TCS.NS
2025-10-02,2914.199951171875,2914.199951171875,2914.199951171875,2914.199951171875,0,TCS.NS
2025-10-03,2901.89990234375,2924.0,2891.10009765625,2924.0,2899519,TCS.NS
2025-10-06,2988.39990234375,2993.60009765625,2895.60009765625,2902.0,2112774,TCS.NS
2025-10-07,2973.699951171875,3004.5,2955.5,2995.0,3062943,TCS.NS
2025-10-08,3027.199951171875,3043.0,2968.0,2975.0,4121889,TCS.NS
2025-10-09,3061.699951171875,3066.0,3020.0,3034.0,3211304,TCS.NS
2025-10-10,3028.300048828125,3070.0,3006.89990234375,3050.0,8817365,TCS.NS
2025-10-13,3007.199951171875,3035.5,2998.199951171875,3027.0,2866865,TCS.NS
2025-10-14,2960.300048828125,3027.199951171875,2955.5,3021.0,3610856,TCS.NS
